1.666666666666666574e-01,-1.128955223880597103e+00,1.981184079601990078e+01,3.301973466003289559e+00
3.333333333333333148e-01,-1.107812815760375491e+00,1.962720532672650364e+01,6.573174353791046087e+00
5.000000000000000000e-01,-1.087260618329517925e+00,1.944599522367158428e+01,9.814173557736296516e+00
6.666666666666666297e-01,-1.067276816241878867e+00,1.926811575429793777e+01,1.302552618345259816e+01
8.333333333333332593e-01,-1.047840594637995615e+00,1.909347565519160383e+01,1.620777212598454753e+01
9.999999999999998890e-01,-1.028932084504314837e+00,1.892198697444088396e+01,1.936143662172469249e+01
1.166666666666666519e+00,-1.010532311486838530e+00,1.875356492252641161e+01,2.248703077547907014e+01
1.333333333333333259e+00,-9.926231479115732448e-01,1.858812773120781614e+01,2.558505206401372334e+01
1.500000000000000000e+00,-9.751872677839686920e-01,1.842559651991048852e+01,2.865598481733212566e+01
1.666666666666666741e+00,-9.582081045575977507e-01,1.826589516915088751e+01,3.170030067885727476e+01
1.833333333333333481e+00,-9.416698114788131235e-01,1.810895020057108695e+01,3.471845904561911311e+01
2.000000000000000000e+00,-9.255572243291790846e-01,1.795469066318289109e+01,3.771090748948290639e+01
2.166666666666666519e+00,-9.098558264012235330e-01,1.780304802544935328e+01,4.067808216039111358e+01
2.333333333333333037e+00,-8.945517155556694799e-01,1.765395607285674018e+01,4.362040817253392788e+01
2.499999999999999556e+00,-8.796315732198120019e-01,1.750735081065343834e+01,4.653829997430949561e+01
2.666666666666666075e+00,-8.650826351972847883e-01,1.736317037145389008e+01,4.943216170288513922e+01
2.833333333333332593e+00,-8.508926641691370030e-01,1.722135492742570051e+01,5.230238752412276426e+01
2.999999999999999112e+00,-8.370499237750367305e-01,1.708184660679652822e+01,5.514936195858882684e+01
3.166666666666665630e+00,-8.235431541715766413e-01,1.694458941443459921e+01,5.797346019432791309e+01
3.333333333333332149e+00,-8.103615489721601728e-01,1.680952915627257127e+01,6.077504838703998757e+01
3.499999999999998668e+00,-7.974947334798467846e-01,1.667661336735926270e+01,6.355448394826652248e+01
3.666666666666665186e+00,-7.849327441308854292e-01,1.654579124333744744e+01,6.631211582215610179e+01
3.833333333333331705e+00,-7.726660090725091523e-01,1.641701357515869475e+01,6.904828475134922883e+01
